USERID,VALUE,TRGPROGID,TRGPROG,TRGPROG_NAME
User_149,50.48,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_57,50.48,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_72,50.48,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_143,50.48,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_149,50.48,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_57,50.48,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_72,50.48,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_143,50.48,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_149,50.48,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_57,50.48,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_72,50.48,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_143,50.48,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_149,50.48,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_57,50.48,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_72,50.48,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_143,50.48,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_149,50.48,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_57,50.48,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_72,50.48,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_143,50.48,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_149,50.48,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_57,50.48,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_72,50.48,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_143,50.48,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_149,50.48,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_57,50.48,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_72,50.48,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_143,50.48,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_149,50.48,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_94,50.49,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_94,50.49,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_94,50.49,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_94,50.49,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_94,50.49,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_94,50.49,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_94,50.49,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_94,50.49,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_142,50.51,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_97,50.51,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_142,50.51,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_97,50.51,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_142,50.51,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_97,50.51,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_142,50.51,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_97,50.51,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_142,50.51,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_97,50.51,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_142,50.51,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_97,50.51,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_142,50.51,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_97,50.51,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_142,50.51,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_97,50.51,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_127,50.53,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_127,50.53,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_127,50.53,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_23,50.53,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_133,50.53,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_127,50.53,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_127,50.53,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_23,50.53,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_133,50.53,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_127,50.53,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_127,50.53,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_127,50.53,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_60,50.54,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_60,50.54,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_60,50.54,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_60,50.54,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_60,50.54,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_60,50.54,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_60,50.54,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_60,50.54,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_47,50.56,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_47,50.56,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_47,50.56,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_47,50.56,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_47,50.56,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_47,50.56,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_47,50.56,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_47,50.56,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_88,50.57,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_133,50.57,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_88,50.57,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_133,50.57,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_88,50.57,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_133,50.57,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_88,50.57,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_133,50.57,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_88,50.57,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_133,50.57,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_88,50.57,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_133,50.57,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_88,50.57,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_133,50.57,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_88,50.57,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_133,50.57,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_132,50.60,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_132,50.60,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_132,50.60,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_132,50.60,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_132,50.60,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_132,50.60,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_132,50.60,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_132,50.60,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_141,50.63,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_31,50.63,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_141,50.63,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_31,50.63,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_121,50.64,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_121,50.64,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_121,50.64,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_121,50.64,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_121,50.64,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_121,50.64,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_121,50.64,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_121,50.64,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_22,50.65,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_22,50.65,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_92,50.67,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_92,50.67,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_92,50.67,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_92,50.67,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_92,50.67,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_92,50.67,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_92,50.67,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_92,50.67,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_45,50.68,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_45,50.68,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_45,50.68,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_45,50.68,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_45,50.68,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_45,50.68,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_45,50.68,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_45,50.68,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_69,50.70,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_69,50.70,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_69,50.70,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_69,50.70,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_69,50.70,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_69,50.70,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_69,50.70,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_69,50.70,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_46,50.71,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_46,50.71,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_46,50.71,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_46,50.71,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_46,50.71,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_46,50.71,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_46,50.71,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_46,50.71,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_95,50.72,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_95,50.72,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_95,50.72,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_95,50.72,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_95,50.72,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_95,50.72,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_95,50.72,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_95,50.72,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_73,50.79,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_148,50.79,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_73,50.79,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_148,50.79,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_73,50.79,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_148,50.79,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_73,50.79,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_148,50.79,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_73,50.79,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_148,50.79,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_73,50.79,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_148,50.79,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_73,50.79,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_148,50.79,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_73,50.79,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_148,50.79,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_59,50.87,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_59,50.87,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_24,50.87,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_59,50.87,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_59,50.87,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_59,50.87,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_24,50.87,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_59,50.87,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_59,50.87,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_59,50.87,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_129,50.92,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_129,50.92,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_149,50.92,TSC07_RESOURCEMANAGEMENT,TSC07,RESOURCEMANAGEMENT
User_129,50.92,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_119,50.92,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_09,50.92,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_149,50.92,TSC11_STRATEGICPLANNINGANDIMPLEMENTATION,TSC11,STRATEGICPLANNINGANDIMPLEMENTATION
User_129,50.92,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_129,50.92,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_149,50.92,CCS07_COLLABORATION,CCS07,COLLABORATION
User_119,50.92,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_09,50.92,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_129,50.92,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_149,50.92,CCS11_INFLUENCE,CCS11,INFLUENCE
User_129,50.92,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_129,50.92,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_32,50.96,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_32,50.96,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_26,51.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_85,51.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_38,51.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_91,51.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_48,51.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_144,51.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_150,51.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_69,51.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_118,51.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_95,51.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_62,51.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_132,51.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_135,51.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_66,51.00,TSC05_STAKEHOLDERRELATIONSHIPMANAGEMENT,TSC05,STAKEHOLDERRELATIONSHIPMANAGEMENT
User_26,51.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_85,51.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_38,51.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_91,51.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_48,51.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_144,51.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_150,51.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_69,51.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_118,51.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_95,51.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_62,51.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_132,51.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_135,51.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_66,51.00,TSC08_PROGRAMMEEVALUATION,TSC08,PROGRAMMEEVALUATION
User_85,51.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_50,51.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_93,51.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_61,51.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_82,51.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_53,51.00,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_26,51.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_85,51.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_38,51.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_91,51.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_48,51.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_144,51.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_150,51.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_69,51.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_118,51.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_95,51.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_62,51.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_132,51.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_135,51.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_66,51.00,CCS05_TRANSDISCIPLINARYTHINKING,CCS05,TRANSDISCIPLINARYTHINKING
User_26,51.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_85,51.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_38,51.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_91,51.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_48,51.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_144,51.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_150,51.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_69,51.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_118,51.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_95,51.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_62,51.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_132,51.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_135,51.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_66,51.00,CCS08_COMMUNICATION,CCS08,COMMUNICATION
User_85,51.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_50,51.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_93,51.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_61,51.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_82,51.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_53,51.00,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_147,51.06,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_147,51.06,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_147,51.06,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_147,51.06,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_147,51.06,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_147,51.06,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
User_147,51.06,CCS13_DIGITALFLUENCY,CCS13,DIGITALFLUENCY
User_147,51.06,CCS15_LEARNINGAGILITY,CCS15,LEARNINGAGILITY
User_48,51.07,TSC02_PROJECTMANAGEMENT,TSC02,PROJECTMANAGEMENT
User_48,51.07,TSC04_PROGRAMMEDESIGNANDDEVELOPMENT,TSC04,PROGRAMMEDESIGNANDDEVELOPMENT
User_48,51.07,TSC10_QUALITATIVERESEARCHMETHODS,TSC10,QUALITATIVERESEARCHMETHODS
User_48,51.07,CCS02_DECISIONMAKING,CCS02,DECISIONMAKING
User_48,51.07,CCS04_SENSEMAKING,CCS04,SENSEMAKING
User_48,51.07,CCS10_DEVELOPINGPEOPLE,CCS10,DEVELOPINGPEOPLE
